,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN_FREQ,MATURITY,DAY_CNT_DES,ISSUE_DT,INT_ACC_DT,CPN,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
3/11/2011,0.911618,EI586386,IKM11,107.38,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    98.94
Name: 2011-03-11 00:00:00, dtype: float64"
3/14/2011,0.911618,EI586386,IKM11,108.23,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.543
Name: 2011-03-14 00:00:00, dtype: float64"
3/15/2011,0.911618,EI586386,IKM11,108.79,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.173
Name: 2011-03-15 00:00:00, dtype: float64"
3/16/2011,0.911618,EI586386,IKM11,109.06,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.313
Name: 2011-03-16 00:00:00, dtype: float64"
3/17/2011,0.911618,EI586386,IKM11,108.62,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.975
Name: 2011-03-17 00:00:00, dtype: float64"
3/18/2011,0.911618,EI586386,IKM11,109.09,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.305
Name: 2011-03-18 00:00:00, dtype: float64"
3/21/2011,0.911618,EI586386,IKM11,108.72,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.01
Name: 2011-03-21 00:00:00, dtype: float64"
3/22/2011,0.911618,EI586386,IKM11,108.32,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.638
Name: 2011-03-22 00:00:00, dtype: float64"
3/23/2011,0.911618,EI586386,IKM11,108.35,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.66
Name: 2011-03-23 00:00:00, dtype: float64"
3/24/2011,0.911618,EI586386,IKM11,108.4,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.733
Name: 2011-03-24 00:00:00, dtype: float64"
3/25/2011,0.911618,EI586386,IKM11,108.55,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.68
Name: 2011-03-25 00:00:00, dtype: float64"
3/28/2011,0.911618,EI586386,IKM11,108.3,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.573
Name: 2011-03-28 00:00:00, dtype: float64"
3/29/2011,0.911618,EI586386,IKM11,108.19,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.408
Name: 2011-03-29 00:00:00, dtype: float64"
3/30/2011,0.911618,EI586386,IKM11,108.33,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.503
Name: 2011-03-30 00:00:00, dtype: float64"
3/31/2011,0.911618,EI586386,IKM11,107.96,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.193
Name: 2011-03-31 00:00:00, dtype: float64"
4/1/2011,0.911618,EI586386,IKM11,108.11,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.333
Name: 2011-04-01 00:00:00, dtype: float64"
4/4/2011,0.911618,EI586386,IKM11,108.58,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.688
Name: 2011-04-04 00:00:00, dtype: float64"
4/5/2011,0.911618,EI586386,IKM11,108.52,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.66
Name: 2011-04-05 00:00:00, dtype: float64"
4/6/2011,0.911618,EI586386,IKM11,108.85,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.823
Name: 2011-04-06 00:00:00, dtype: float64"
4/7/2011,0.911618,EI586386,IKM11,108.78,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.79
Name: 2011-04-07 00:00:00, dtype: float64"
4/8/2011,0.911618,EI586386,IKM11,108.69,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.743
Name: 2011-04-08 00:00:00, dtype: float64"
4/11/2011,0.911618,EI586386,IKM11,109.02,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.105
Name: 2011-04-11 00:00:00, dtype: float64"
4/12/2011,0.911618,EI586386,IKM11,109.5,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.408
Name: 2011-04-12 00:00:00, dtype: float64"
4/13/2011,0.911618,EI586386,IKM11,109.21,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.211
Name: 2011-04-13 00:00:00, dtype: float64"
4/14/2011,0.911618,EI586386,IKM11,109.06,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.988
Name: 2011-04-14 00:00:00, dtype: float64"
4/15/2011,0.911618,EI586386,IKM11,108.95,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.898
Name: 2011-04-15 00:00:00, dtype: float64"
4/18/2011,0.911618,EI586386,IKM11,108.6,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.496
Name: 2011-04-18 00:00:00, dtype: float64"
4/19/2011,0.911618,EI586386,IKM11,108.82,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.695
Name: 2011-04-19 00:00:00, dtype: float64"
4/20/2011,0.911618,EI586386,IKM11,108.95,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.791
Name: 2011-04-20 00:00:00, dtype: float64"
4/21/2011,0.911618,EI586386,IKM11,108.75,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.651
Name: 2011-04-21 00:00:00, dtype: float64"
4/26/2011,0.911618,EI586386,IKM11,108.37,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.271
Name: 2011-04-26 00:00:00, dtype: float64"
4/27/2011,0.911618,EI586386,IKM11,108.35,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.223
Name: 2011-04-27 00:00:00, dtype: float64"
4/28/2011,0.911618,EI586386,IKM11,108.82,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.558
Name: 2011-04-28 00:00:00, dtype: float64"
4/29/2011,0.911618,EI586386,IKM11,109.15,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    99.856
Name: 2011-04-29 00:00:00, dtype: float64"
5/2/2011,0.911618,EI586386,IKM11,109.23,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.053
Name: 2011-05-02 00:00:00, dtype: float64"
5/3/2011,0.911618,EI586386,IKM11,109.39,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.125
Name: 2011-05-03 00:00:00, dtype: float64"
5/4/2011,0.911618,EI586386,IKM11,109.44,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.051
Name: 2011-05-04 00:00:00, dtype: float64"
5/5/2011,0.911618,EI586386,IKM11,109.65,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.255
Name: 2011-05-05 00:00:00, dtype: float64"
5/6/2011,0.911618,EI586386,IKM11,109.79,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.391
Name: 2011-05-06 00:00:00, dtype: float64"
5/9/2011,0.911618,EI586386,IKM11,109.7,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.258
Name: 2011-05-09 00:00:00, dtype: float64"
5/10/2011,0.911618,EI586386,IKM11,109.95,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.541
Name: 2011-05-10 00:00:00, dtype: float64"
5/11/2011,0.911618,EI586386,IKM11,109.98,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.561
Name: 2011-05-11 00:00:00, dtype: float64"
5/12/2011,0.911618,EI586386,IKM11,110.4,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.931
Name: 2011-05-12 00:00:00, dtype: float64"
5/13/2011,0.911618,EI586386,IKM11,110.18,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.716
Name: 2011-05-13 00:00:00, dtype: float64"
5/16/2011,0.911618,EI586386,IKM11,110.41,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.853
Name: 2011-05-16 00:00:00, dtype: float64"
5/17/2011,0.911618,EI586386,IKM11,110.2,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.691
Name: 2011-05-17 00:00:00, dtype: float64"
5/18/2011,0.911618,EI586386,IKM11,110.11,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.521
Name: 2011-05-18 00:00:00, dtype: float64"
5/19/2011,0.911618,EI586386,IKM11,109.93,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.388
Name: 2011-05-19 00:00:00, dtype: float64"
5/20/2011,0.911618,EI586386,IKM11,109.86,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.291
Name: 2011-05-20 00:00:00, dtype: float64"
5/23/2011,0.911618,EI586386,IKM11,109.51,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.038
Name: 2011-05-23 00:00:00, dtype: float64"
5/24/2011,0.911618,EI586386,IKM11,109.77,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.186
Name: 2011-05-24 00:00:00, dtype: float64"
5/25/2011,0.911618,EI586386,IKM11,110.26,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.643
Name: 2011-05-25 00:00:00, dtype: float64"
5/26/2011,0.911618,EI586386,IKM11,110.4,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.763
Name: 2011-05-26 00:00:00, dtype: float64"
5/27/2011,0.911618,EI586386,IKM11,110.2,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.483
Name: 2011-05-27 00:00:00, dtype: float64"
5/30/2011,0.911618,EI586386,IKM11,109.69,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.039
Name: 2011-05-30 00:00:00, dtype: float64"
5/31/2011,0.911618,EI586386,IKM11,109.86,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.226
Name: 2011-05-31 00:00:00, dtype: float64"
6/1/2011,0.911618,EI586386,IKM11,110.33,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.641
Name: 2011-06-01 00:00:00, dtype: float64"
6/2/2011,0.911618,EI586386,IKM11,110.74,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    100.963
Name: 2011-06-02 00:00:00, dtype: float64"
6/3/2011,0.911618,EI586386,IKM11,111.28,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    101.434
Name: 2011-06-03 00:00:00, dtype: float64"
6/6/2011,0.911618,EI586386,IKM11,111.07,EI586386 Govt,IKM11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Jun,"join_id_bonds
EI586386 Govt    101.179
Name: 2011-06-06 00:00:00, dtype: float64"
6/9/2011,0.913311,EI586386,IKU11,108.05,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    100.009
Name: 2011-06-09 00:00:00, dtype: float64"
6/10/2011,0.913311,EI586386,IKU11,108.24,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    100.116
Name: 2011-06-10 00:00:00, dtype: float64"
6/13/2011,0.913311,EI586386,IKU11,108.34,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    100.119
Name: 2011-06-13 00:00:00, dtype: float64"
6/14/2011,0.913311,EI586386,IKU11,108.62,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    100.331
Name: 2011-06-14 00:00:00, dtype: float64"
6/15/2011,0.913311,EI586386,IKU11,108.05,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.821
Name: 2011-06-15 00:00:00, dtype: float64"
6/16/2011,0.913311,EI586386,IKU11,107.8,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.701
Name: 2011-06-16 00:00:00, dtype: float64"
6/17/2011,0.913311,EI586386,IKU11,108.27,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.938
Name: 2011-06-17 00:00:00, dtype: float64"
6/20/2011,0.913311,EI586386,IKU11,107.96,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.656
Name: 2011-06-20 00:00:00, dtype: float64"
6/21/2011,0.913311,EI586386,IKU11,108.22,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.964
Name: 2011-06-21 00:00:00, dtype: float64"
6/22/2011,0.913311,EI586386,IKU11,107.71,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.396
Name: 2011-06-22 00:00:00, dtype: float64"
6/23/2011,0.913311,EI586386,IKU11,107.34,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.028
Name: 2011-06-23 00:00:00, dtype: float64"
6/24/2011,0.913311,EI586386,IKU11,107.01,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    98.703
Name: 2011-06-24 00:00:00, dtype: float64"
6/27/2011,0.913311,EI586386,IKU11,106.9,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    98.663
Name: 2011-06-27 00:00:00, dtype: float64"
6/28/2011,0.913311,EI586386,IKU11,106.98,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    98.663
Name: 2011-06-28 00:00:00, dtype: float64"
6/29/2011,0.913311,EI586386,IKU11,107.17,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    98.945
Name: 2011-06-29 00:00:00, dtype: float64"
6/30/2011,0.913311,EI586386,IKU11,107.78,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.447
Name: 2011-06-30 00:00:00, dtype: float64"
7/1/2011,0.913311,EI586386,IKU11,107.95,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.56
Name: 2011-07-01 00:00:00, dtype: float64"
7/4/2011,0.913311,EI586386,IKU11,107.6,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    99.213
Name: 2011-07-04 00:00:00, dtype: float64"
7/5/2011,0.913311,EI586386,IKU11,106.91,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    98.55
Name: 2011-07-05 00:00:00, dtype: float64"
7/6/2011,0.913311,EI586386,IKU11,105.83,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    97.628
Name: 2011-07-06 00:00:00, dtype: float64"
7/7/2011,0.913311,EI586386,IKU11,105.44,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    97.2
Name: 2011-07-07 00:00:00, dtype: float64"
7/8/2011,0.913311,EI586386,IKU11,104.41,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    96.508
Name: 2011-07-08 00:00:00, dtype: float64"
7/11/2011,0.913311,EI586386,IKU11,100.45,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    93.483
Name: 2011-07-11 00:00:00, dtype: float64"
7/12/2011,0.913311,EI586386,IKU11,101.8,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    94.325
Name: 2011-07-12 00:00:00, dtype: float64"
7/13/2011,0.913311,EI586386,IKU11,101.97,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    94.483
Name: 2011-07-13 00:00:00, dtype: float64"
7/14/2011,0.913311,EI586386,IKU11,101.43,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    93.865
Name: 2011-07-14 00:00:00, dtype: float64"
7/15/2011,0.913311,EI586386,IKU11,100.56,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    92.98
Name: 2011-07-15 00:00:00, dtype: float64"
7/18/2011,0.913311,EI586386,IKU11,98.99,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    91.545
Name: 2011-07-18 00:00:00, dtype: float64"
7/19/2011,0.913311,EI586386,IKU11,100.81,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    93.19
Name: 2011-07-19 00:00:00, dtype: float64"
7/20/2011,0.913311,EI586386,IKU11,102.05,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    94.153
Name: 2011-07-20 00:00:00, dtype: float64"
7/21/2011,0.913311,EI586386,IKU11,104.03,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    96
Name: 2011-07-21 00:00:00, dtype: float64"
7/22/2011,0.913311,EI586386,IKU11,103.55,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    95.578
Name: 2011-07-22 00:00:00, dtype: float64"
7/25/2011,0.913311,EI586386,IKU11,101.62,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    93.735
Name: 2011-07-25 00:00:00, dtype: float64"
7/26/2011,0.913311,EI586386,IKU11,101.89,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    93.958
Name: 2011-07-26 00:00:00, dtype: float64"
7/27/2011,0.913311,EI586386,IKU11,100.98,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    93
Name: 2011-07-27 00:00:00, dtype: float64"
7/28/2011,0.913311,EI586386,IKU11,100.38,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    92.55
Name: 2011-07-28 00:00:00, dtype: float64"
7/29/2011,0.913311,EI586386,IKU11,99.98,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    92.248
Name: 2011-07-29 00:00:00, dtype: float64"
8/1/2011,0.913311,EI586386,IKU11,99.18,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    91.278
Name: 2011-08-01 00:00:00, dtype: float64"
8/2/2011,0.913311,EI586386,IKU11,98.1,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    90.438
Name: 2011-08-02 00:00:00, dtype: float64"
8/3/2011,0.913311,EI586386,IKU11,98.44,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    90.745
Name: 2011-08-03 00:00:00, dtype: float64"
8/4/2011,0.913311,EI586386,IKU11,97.31,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    89.977
Name: 2011-08-04 00:00:00, dtype: float64"
8/5/2011,0.913311,EI586386,IKU11,98.2,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    90.718
Name: 2011-08-05 00:00:00, dtype: float64"
8/8/2011,0.913311,EI586386,IKU11,103.94,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    96.438
Name: 2011-08-08 00:00:00, dtype: float64"
8/9/2011,0.913311,EI586386,IKU11,105,EI586386 Govt,IKU11 Comdty,2,9/1/2021,ACT/ACT,3/1/2011,3/1/2011,4.75,11-Sep,"join_id_bonds
EI586386 Govt    97.29
Name: 2011-08-09 00:00:00, dtype: float64"
